Anh van so cap,Giao duc the chat 1,Tin hoc van phong,Anh van,Giao duc quoc phong an ninh 1,Giao duc the chat,Ky nang hoc tap hieu qua,Anh van 2,Giao duc quoc phong an ninh 3 -AB,Giao duc the chat 3,Ngon ngu lap trinh,Nhung nguyen ly cua chhu nghia co ban Mac-Lenin 2,Thuc hanh ngon ngu lap trinh,Toan cao cao A2,Toan roi rac,Ky nang giao tiep,Cau truc du lieu va giai thuat,Kien truc may tinh,Phuong phap tinh,Thi nghiem vat ly dai cuong,Thuc hanh caiu truc du lieu va giai thuat,Vat ly dai cuong 1,Moi truong va con nguoi,An toan lao dong,Co so du lieu,He dieu hanh,Lap trinh huong doi tuong,Thiet ke web,Thuc hanh co so du lieu,Thuc hanhf lap trinh huong doi tuong,Thuc hanh thiet ke web,tu tuong Ho Chi Minh,Xac suat thong ke,Ham phuc va phep bien doi Laplace,Duong loi cach mang cua Dang cong san Viet Nam,Lap trinh Windows,Mang may tinh,Thuc hang lap trinh Windows,Thuc hanh Mang may tinh,Truyen thong ky thuat so,Do hoa may tinh,Thuc hanh do hoa may tinh,He quan tri co so du lieu,Phan tich thiet ke he thong thong tin,Phuong phap nghien cuu khoa hoc,Thuc hanh he quan trij co so du lieu,Thuc hanh phan tich thiet ke he thong thong tin,Thuong mai diem tu nganh CNTT,Tri tue nhan tao,Ly thuyet do thi,Thuc hanh ly thuyet do thi,Xep loai
E,E,D,C,C,A,B,C,D,A,?,E,D,E,?,D,D,E,E,D,C,?,D,D,C,E,E,E,D,?,E,C,E,D,?,D,D,E,C,E,E,?,E,E,D,E,D,E,E,C,C,Trung Binh
A,B,A,E,E,A,A,E,A,B,E,E,D,?,?,?,?,E,E,?,E,?,D,E,E,?,?,E,E,C,D,?,E,E,C,D,C,?,?,E,?,?,?,D,C,?,D,D,E,C,?,Trung Binh
C,B,A,C,C,C,D,E,C,A,E,?,E,?,E,E,?,E,C,?,?,D,D,C,E,E,?,E,E,?,E,E,D,E,?,?,D,E,C,D,E,C,?,C,?,E,E,C,C,?,E,Trung Binh
B,E,D,B,E,C,E,E,E,A,E,E,?,D,C,E,E,D,E,C,E,E,E,E,?,E,C,C,D,?,C,E,D,C,C,?,E,E,C,?,?,?,?,D,D,D,E,D,E,E,?,Trung Binh
D,C,C,A,B,A,E,A,B,C,?,D,?,C,E,E,E,D,E,C,D,?,C,C,E,D,E,?,C,?,?,E,?,?,D,E,C,?,D,?,?,E,E,D,?,E,?,E,C,E,C,Trung Binh
E,E,A,C,B,E,C,C,D,E,D,D,?,?,C,E,C,E,D,E,E,E,?,?,?,C,?,D,C,D,D,?,D,?,E,E,E,D,D,D,?,D,E,C,C,E,D,E,E,E,E,Trung Binh
E,B,B,B,D,E,A,E,C,D,C,E,?,C,C,E,C,?,?,D,D,?,?,C,C,C,D,?,?,D,?,?,E,?,?,?,D,E,?,E,?,?,E,?,C,E,E,C,?,C,E,Trung Binh
B,C,B,C,C,E,C,B,A,E,E,?,E,D,E,C,E,?,C,?,?,E,C,D,C,D,C,E,E,C,?,C,E,E,?,D,D,E,E,?,?,?,D,D,C,E,?,E,E,?,?,Trung Binh
B,B,E,C,E,A,C,B,B,A,D,?,D,?,?,E,D,?,?,?,E,C,?,C,E,E,?,E,E,D,E,C,D,E,C,E,E,D,?,E,E,E,E,?,E,D,C,E,?,E,?,Trung Binh
E,D,A,A,B,B,C,E,E,B,D,E,E,?,?,?,E,?,?,E,D,E,D,E,?,D,?,E,?,?,E,E,E,C,?,E,E,E,E,C,D,D,C,E,E,C,D,E,?,D,?,Trung Binh
C,B,B,C,A,A,C,A,E,B,E,C,E,D,E,?,?,?,?,C,?,E,E,E,E,E,?,E,E,D,E,E,E,?,E,E,E,E,?,E,D,E,?,?,?,E,D,?,C,C,C,Trung Binh
C,C,D,B,E,A,D,A,E,C,D,C,E,?,D,D,E,D,?,E,C,C,D,D,E,E,E,E,C,E,C,E,?,?,D,C,C,E,C,?,?,E,E,?,?,C,C,E,E,C,E,Trung Binh
C,C,C,B,A,A,C,B,B,D,?,E,D,D,E,C,E,D,E,E,D,C,E,?,?,D,D,E,C,E,D,D,D,E,?,?,C,?,?,?,E,E,C,D,D,?,?,D,E,?,E,Trung Binh
A,B,E,B,D,B,E,C,C,E,E,D,?,?,E,E,D,E,E,E,E,?,E,E,C,E,E,?,?,D,?,D,C,D,D,D,C,E,E,C,C,?,D,?,E,C,?,E,E,?,E,Trung Binh
E,D,E,B,A,E,C,E,E,B,C,D,E,E,C,C,E,?,?,C,D,C,D,E,D,C,E,E,D,E,C,D,?,?,E,C,D,C,?,D,E,D,D,E,C,?,?,D,D,E,D,Trung Binh
E,C,D,C,A,B,A,D,E,E,C,C,E,E,?,E,E,?,D,C,?,C,D,E,E,?,D,C,E,E,D,D,C,C,D,E,C,?,?,E,E,D,E,D,E,?,E,E,E,?,E,Trung Binh
E,B,E,C,B,B,C,A,C,E,C,C,?,E,D,E,D,D,C,?,C,?,C,C,D,E,E,E,?,E,C,C,?,C,E,?,E,E,D,C,D,D,D,E,?,D,E,?,E,D,?,Trung Binh
B,E,D,E,A,A,A,C,E,E,C,D,E,C,E,C,E,E,?,?,D,D,D,E,E,E,?,?,C,?,E,E,?,?,E,C,E,C,?,D,?,E,D,?,E,D,E,D,E,E,?,Trung Binh
A,B,E,C,D,E,C,E,D,C,?,D,?,E,?,?,E,E,E,?,D,E,E,C,C,E,E,?,E,D,?,E,D,C,E,E,?,C,?,C,?,E,E,E,?,?,E,C,E,C,C,Trung Binh
E,E,D,E,B,A,B,E,C,E,D,E,?,E,?,E,?,?,?,?,?,D,E,?,?,C,?,E,D,E,E,C,C,E,E,C,E,E,?,E,E,E,?,?,?,E,C,D,C,D,D,Trung Binh
A,E,A,E,C,C,B,A,B,A,E,D,E,C,D,?,E,E,?,?,D,C,?,E,E,E,E,C,C,E,?,?,E,D,E,C,E,E,D,C,?,E,?,?,?,?,D,?,?,D,?,Trung Binh
C,B,A,A,E,D,E,D,A,B,E,?,E,E,E,E,?,C,E,E,E,E,?,E,E,C,E,D,C,?,D,?,?,C,E,C,E,?,E,?,E,C,D,E,E,D,E,?,C,?,E,Trung Binh
C,E,D,A,E,E,D,C,C,B,E,D,E,E,C,?,E,E,C,?,E,C,E,E,D,D,D,?,C,D,E,C,C,E,D,E,D,D,C,E,E,C,D,E,E,?,E,E,D,E,D,Trung Binh
C,E,B,B,E,C,B,C,D,A,E,?,D,D,E,?,?,E,E,?,D,E,?,E,E,D,E,E,E,E,?,E,?,?,?,?,D,?,?,?,E,?,?,E,E,E,E,D,E,C,D,Trung Binh
A,E,E,A,A,B,E,C,C,E,D,?,E,C,E,C,C,C,D,E,?,E,?,?,D,E,?,E,C,E,E,C,E,E,C,E,C,?,E,D,D,E,?,?,?,?,E,?,E,?,E,Trung Binh
D,A,D,C,E,A,E,A,B,E,?,E,?,D,?,C,E,?,E,D,E,C,E,E,D,?,?,?,D,C,E,E,D,?,C,E,?,C,E,C,C,C,E,?,C,E,?,C,C,?,C,Trung Binh
B,E,E,D,A,E,B,D,B,B,E,D,D,D,?,E,?,?,E,E,C,?,D,?,E,?,E,E,E,C,E,?,?,E,?,E,D,E,?,?,E,?,D,C,D,D,?,C,?,D,C,Trung Binh
C,B,B,E,B,E,E,D,A,A,?,E,E,E,D,C,E,E,E,E,D,E,C,E,E,?,?,E,E,?,E,D,D,E,?,D,E,E,E,E,D,D,E,C,?,E,E,E,?,D,E,Trung Binh
A,A,B,E,B,B,A,C,C,D,?,E,E,E,E,E,D,E,D,?,?,E,D,D,E,E,D,E,D,?,?,?,E,E,?,C,E,C,?,D,C,?,C,?,E,D,E,C,C,E,?,Trung Binh
B,D,C,A,E,D,C,B,D,A,?,D,?,D,E,D,D,E,E,C,E,E,C,?,?,E,?,D,E,E,D,?,E,C,D,?,C,?,C,C,D,D,?,D,D,C,E,E,?,E,E,Trung Binh
E,C,C,B,E,C,C,C,C,E,D,C,C,E,?,E,?,E,D,C,E,?,E,E,E,E,C,?,E,E,E,E,?,?,?,?,E,D,E,E,?,D,D,D,?,?,?,D,?,C,?,Trung Binh
E,A,A,A,E,C,D,C,A,B,D,D,?,E,D,C,?,?,?,?,?,E,?,?,C,?,C,E,E,E,E,E,E,?,C,E,D,E,D,?,D,?,E,E,E,E,?,?,C,?,D,Trung Binh
E,E,B,A,E,C,E,A,E,E,?,E,?,?,D,E,C,E,?,?,?,?,D,C,E,D,E,E,E,E,E,?,D,E,E,E,E,?,C,E,?,C,?,E,?,?,?,E,?,?,E,Trung Binh
E,B,B,A,B,B,C,E,D,B,?,?,E,?,E,E,D,D,D,E,E,E,?,D,C,?,E,D,D,E,D,D,?,E,?,D,E,E,D,E,D,?,?,D,C,?,E,C,?,D,E,Trung Binh
E,A,C,C,A,E,A,E,B,A,?,?,D,E,?,D,C,?,D,E,E,D,C,D,?,C,C,?,E,E,?,D,?,D,C,E,?,E,E,E,D,D,E,E,?,?,E,?,E,?,E,Trung Binh
C,B,C,D,E,B,B,C,E,E,?,C,E,E,E,C,D,D,E,E,E,E,D,D,?,?,C,E,D,E,?,E,?,E,C,E,E,E,E,?,D,C,?,E,E,C,C,?,E,D,E,Trung Binh
B,C,C,C,C,B,A,B,E,C,E,E,?,C,?,E,E,?,?,E,D,D,E,?,E,D,C,?,D,C,E,?,D,E,D,?,C,?,D,?,?,?,?,?,C,E,C,E,E,E,?,Trung Binh
E,E,D,C,A,C,B,B,D,D,E,?,D,E,?,E,C,E,E,D,D,C,C,E,D,E,E,E,D,D,?,D,E,E,?,?,E,?,?,D,C,D,E,D,?,C,E,D,E,C,D,Trung Binh
A,E,B,C,C,C,B,C,C,A,D,C,?,E,E,?,E,?,E,?,E,E,?,E,E,?,C,E,?,?,E,E,C,E,D,D,E,?,E,C,D,D,E,E,E,D,D,?,E,?,D,Trung Binh
C,E,E,D,B,A,A,E,E,B,D,D,C,E,?,D,?,?,?,?,C,?,C,D,E,D,C,?,D,E,E,C,D,?,E,E,D,E,?,E,D,E,?,?,?,D,D,E,E,E,?,Trung Binh
A,D,A,A,E,B,B,E,B,E,C,E,E,C,E,?,?,D,E,E,E,E,E,E,E,E,E,E,?,D,C,?,E,E,D,E,E,?,C,?,?,C,E,E,?,?,D,?,?,E,E,Trung Binh
E,E,E,B,C,C,E,A,A,B,C,?,C,E,D,C,C,E,C,E,D,E,E,C,E,E,E,E,?,?,D,C,E,C,E,C,E,?,C,?,E,E,E,C,D,D,C,D,E,?,E,Trung Binh
D,E,B,E,A,A,B,A,D,B,?,E,C,D,E,?,?,D,C,?,?,E,?,E,D,E,?,C,E,C,?,?,?,C,C,E,?,C,E,E,D,E,?,E,C,?,D,D,D,E,E,Trung Binh
E,D,A,E,E,C,E,A,B,C,E,C,E,C,E,E,E,?,E,D,?,E,D,E,D,E,E,C,C,D,C,D,D,?,C,E,C,?,E,?,E,E,?,E,E,C,?,D,E,E,D,Trung Binh
E,C,C,E,C,D,C,E,C,B,E,?,C,E,?,E,C,E,C,E,C,?,?,?,?,E,?,E,?,E,?,?,C,C,E,E,E,?,D,D,E,C,E,D,E,?,D,E,E,E,E,Trung Binh
E,C,B,D,C,B,C,E,D,A,D,?,D,E,D,C,D,E,D,D,C,E,D,E,E,?,?,D,?,C,D,C,?,E,C,C,E,?,E,E,E,?,?,D,C,?,E,?,E,E,?,Trung Binh
C,B,C,E,B,A,A,E,B,E,D,?,D,C,E,?,C,?,D,E,C,?,D,?,E,?,D,?,E,?,E,D,?,E,E,C,C,E,?,E,E,?,E,E,E,D,?,D,C,E,?,Trung Binh
E,A,E,E,C,D,D,E,E,A,?,D,?,E,E,C,C,E,E,C,D,C,D,E,E,C,?,?,E,E,D,D,?,?,E,E,E,E,?,D,?,D,C,E,?,C,E,D,D,E,?,Trung Binh
A,A,E,A,D,E,B,A,D,A,C,?,E,E,E,C,?,?,E,D,?,D,C,C,?,E,E,?,D,C,E,E,E,?,C,E,E,D,?,E,D,C,C,D,?,D,?,D,D,?,?,Trung Binh
C,B,C,C,E,E,E,A,B,B,E,E,E,E,D,?,D,E,D,C,?,?,C,D,?,?,E,?,?,E,E,E,D,E,C,?,E,E,?,?,E,?,E,?,C,C,E,E,E,?,E,Trung Binh
E,E,A,B,B,A,C,B,E,D,D,E,?,?,E,?,E,D,C,C,D,E,E,?,?,E,E,D,E,E,E,D,E,D,E,E,D,?,?,C,?,E,C,D,E,?,?,E,?,D,C,Trung Binh
C,B,E,A,A,C,E,C,A,A,E,?,?,E,E,C,E,C,D,?,?,E,D,C,?,E,?,E,C,?,?,?,E,E,C,?,C,E,D,E,E,?,E,E,E,E,E,E,?,E,D,Trung Binh
A,B,B,E,C,B,E,D,D,D,?,D,E,?,?,D,E,E,D,?,D,C,E,E,?,C,E,E,E,D,E,?,C,C,C,C,?,?,C,D,E,E,D,C,C,D,C,?,?,C,E,Trung Binh
A,A,A,B,C,D,C,E,C,C,E,?,E,D,?,E,D,?,?,?,C,D,E,C,E,D,E,C,D,?,?,E,C,D,E,?,D,E,D,C,E,C,D,?,C,E,C,C,D,E,E,Trung Binh
B,D,C,C,C,D,E,B,A,B,?,E,C,D,E,?,?,?,?,E,E,D,E,D,C,?,C,E,E,E,D,E,D,E,E,?,D,D,D,E,?,C,E,D,C,?,C,E,?,E,E,Trung Binh
D,E,C,B,B,B,A,E,D,C,?,E,?,?,E,C,E,?,D,?,D,E,?,?,D,?,E,?,?,D,D,E,?,D,E,E,E,C,C,C,?,E,C,E,E,E,?,E,E,E,E,Trung Binh
A,D,E,B,B,E,A,E,A,A,E,E,E,D,D,D,?,E,E,C,D,C,?,E,E,E,E,E,E,D,E,?,?,C,D,E,?,?,D,?,D,?,?,?,?,E,C,D,?,D,D,Trung Binh
C,E,C,E,A,D,A,B,C,E,E,C,E,?,D,E,D,D,D,C,E,D,D,D,D,E,?,E,D,E,?,?,D,?,E,?,D,C,?,E,C,?,E,D,D,?,D,?,D,C,E,Trung Binh
A,B,E,B,A,C,A,E,D,E,E,?,E,C,?,E,E,E,E,?,?,D,C,E,E,D,D,?,E,E,?,D,D,D,C,E,C,?,D,?,D,E,E,E,?,D,E,?,C,D,D,Trung Binh
E,D,E,D,D,A,E,D,C,E,E,E,?,?,D,D,?,E,?,C,E,D,D,C,E,?,E,C,D,?,E,?,E,?,C,?,E,?,?,?,C,E,E,E,C,D,E,?,E,D,E,Trung Binh
E,B,A,E,E,B,C,C,D,E,E,?,E,E,C,?,E,E,?,D,D,D,E,?,E,E,C,?,D,?,E,E,?,?,E,?,C,C,C,D,D,?,E,D,E,?,E,?,E,E,E,Trung Binh
B,D,D,B,B,A,B,E,C,C,C,?,D,D,D,C,C,E,D,?,C,?,D,E,E,E,D,E,E,?,E,D,E,C,?,E,E,C,?,?,E,C,D,D,E,E,E,?,D,?,D,Trung Binh
E,C,A,D,E,E,E,A,E,E,E,E,C,?,D,C,C,?,?,?,E,E,D,?,?,E,E,C,C,?,D,D,E,D,E,D,C,?,?,E,D,C,E,E,D,E,D,?,E,D,E,Trung Binh
B,C,A,E,E,D,E,A,D,E,E,D,C,?,C,E,D,E,D,E,E,?,E,D,?,E,E,D,?,E,?,D,C,C,E,C,C,E,E,C,?,?,?,E,E,E,E,E,E,E,?,Trung Binh
B,A,A,B,D,B,B,A,E,A,E,E,?,C,?,E,?,?,?,E,?,E,C,?,?,?,D,?,?,?,C,E,E,E,?,?,?,C,E,C,?,E,D,E,D,D,E,E,?,E,C,Trung Binh
D,E,C,B,B,A,C,A,B,E,C,?,E,E,E,D,D,?,D,E,C,?,C,E,C,E,E,?,C,E,D,D,?,E,E,?,D,D,E,?,?,?,?,?,E,D,?,?,E,D,E,Trung Binh
A,C,A,D,C,D,C,C,C,B,D,C,E,E,E,E,?,?,?,?,D,E,C,C,E,?,?,?,E,?,E,?,D,D,?,?,E,?,?,?,D,C,E,E,?,D,?,E,D,D,?,Trung Binh
A,B,A,B,A,E,C,C,B,C,E,E,D,D,E,?,D,C,?,D,C,E,E,E,D,?,E,E,?,?,E,D,C,D,E,E,E,C,C,E,E,?,E,D,?,?,D,E,?,?,D,Trung Binh
C,C,A,C,E,D,C,C,B,A,E,D,?,D,D,E,?,D,D,E,D,E,?,C,?,D,E,C,D,E,?,D,C,D,?,?,?,C,?,E,E,?,C,?,?,C,D,C,C,E,C,Trung Binh
C,D,C,D,C,A,E,D,E,E,D,D,E,C,E,?,C,D,D,E,E,C,?,C,C,?,D,C,E,D,E,C,D,E,E,D,?,E,D,?,E,E,D,?,E,E,E,E,E,C,D,Trung Binh
B,E,E,D,A,E,B,A,B,D,E,?,E,E,E,E,E,C,D,C,E,?,E,D,E,?,D,?,D,?,C,E,D,D,C,E,E,C,?,C,?,E,C,?,?,E,?,E,E,D,D,Trung Binh
C,A,B,B,A,C,A,A,B,E,C,E,D,D,E,?,E,E,?,D,D,D,E,C,C,E,E,C,E,C,E,D,E,?,C,E,?,E,E,E,D,D,D,E,D,C,?,E,?,C,D,Trung Binh
A,A,A,B,D,D,E,E,B,C,C,D,E,?,C,C,E,E,C,E,D,D,?,E,?,?,E,D,E,D,C,C,?,C,C,E,C,?,C,E,E,E,E,E,E,C,?,C,E,E,D,Trung Binh
A,E,A,A,A,E,D,B,D,E,E,E,?,D,?,E,E,E,E,?,C,E,C,?,?,E,?,?,E,E,?,C,?,?,C,D,E,E,E,E,C,D,E,E,D,E,?,C,?,D,?,Trung Binh
B,D,B,E,E,B,B,D,C,D,C,?,E,D,E,E,E,?,?,E,D,?,E,E,D,D,?,D,?,E,E,D,E,D,E,E,E,E,C,?,?,E,E,E,?,?,C,D,E,C,E,Trung Binh
E,E,B,E,A,B,C,E,E,E,D,C,E,E,E,?,E,E,D,?,?,E,E,D,E,D,E,E,?,D,E,E,C,?,E,E,?,D,E,E,C,C,E,E,D,E,E,?,E,C,E,Trung Binh
A,E,E,D,B,E,D,D,C,D,E,E,?,E,?,?,E,E,?,?,?,?,D,C,?,E,E,D,C,E,?,C,?,?,E,E,E,D,D,C,D,E,E,D,C,?,C,E,E,E,D,Trung Binh
A,D,E,D,E,B,E,E,B,E,E,C,?,?,D,E,E,D,?,?,E,E,?,E,E,?,C,E,E,?,C,?,D,?,C,D,E,?,?,?,D,?,E,D,E,D,C,E,D,?,C,Trung Binh
D,C,E,C,E,B,D,A,B,A,C,?,E,?,?,E,D,C,E,E,E,C,E,?,E,E,E,?,?,?,?,E,?,D,?,D,D,C,D,D,C,C,C,E,C,?,?,D,?,C,?,Trung Binh
A,A,B,A,E,B,C,E,E,C,C,?,C,E,?,D,C,C,?,C,E,?,E,E,?,E,E,C,E,E,E,E,E,?,?,C,D,D,D,E,E,?,D,?,D,C,E,E,E,E,E,Trung Binh
B,C,B,B,C,E,B,E,E,C,C,?,C,E,D,?,?,?,E,D,C,E,D,?,C,D,C,?,E,D,?,D,D,C,D,E,C,C,C,E,D,E,E,C,E,?,?,E,E,D,E,Trung Binh
E,A,E,C,E,B,D,B,E,B,E,?,D,D,?,?,?,E,E,E,?,C,?,E,C,E,?,E,?,D,?,E,D,?,E,C,?,C,E,E,?,?,?,?,?,E,E,E,E,E,E,Trung Binh
A,B,A,A,B,A,A,A,E,D,D,E,E,E,E,E,D,C,E,?,D,D,?,E,E,C,E,E,C,E,C,D,D,?,E,E,E,E,E,C,E,?,E,C,E,?,E,D,E,E,C,Trung Binh
C,A,D,A,C,D,B,C,D,E,C,C,D,?,E,?,?,C,E,C,D,E,E,?,?,E,?,D,E,?,C,E,E,D,?,?,C,C,C,D,E,D,E,E,E,E,D,?,D,?,?,Trung Binh
B,E,C,E,B,E,B,D,C,A,C,E,D,C,?,D,C,D,E,E,E,E,?,E,?,E,C,?,C,D,?,E,D,?,E,?,?,C,E,E,E,?,D,?,E,D,E,E,?,?,?,Trung Binh
B,A,B,E,B,B,C,A,D,D,?,E,E,?,D,C,E,D,D,?,D,E,?,D,E,E,C,D,?,?,E,?,D,E,C,E,?,?,?,E,E,C,?,E,E,D,E,D,E,E,E,Trung Binh
B,C,B,D,A,C,A,C,A,D,D,D,E,?,?,D,E,D,D,C,E,E,E,?,D,D,D,D,E,E,E,E,C,D,?,?,C,E,E,D,?,D,E,?,D,E,E,E,E,E,D,Trung Binh
C,B,C,D,E,A,D,B,D,C,E,C,?,C,D,E,?,D,C,E,C,E,E,E,?,D,E,E,E,C,D,C,C,?,C,C,?,D,?,D,E,E,?,E,?,?,?,E,C,D,?,Trung Binh
C,E,A,E,C,A,E,B,E,D,?,?,E,?,?,D,D,E,D,C,E,?,E,D,D,D,E,E,E,E,?,D,D,C,?,E,D,D,D,?,D,D,C,E,D,E,C,D,?,C,?,Trung Binh
D,E,B,D,B,E,C,B,A,D,?,E,D,?,?,C,D,E,D,?,D,E,?,?,?,?,C,D,?,E,D,?,E,D,?,E,?,E,C,?,?,E,E,E,E,E,E,D,D,E,E,Trung Binh
E,C,C,E,D,D,E,A,A,D,?,?,?,?,?,E,C,?,D,C,C,D,D,C,?,C,C,E,D,E,?,?,D,E,D,E,E,E,E,D,E,?,E,E,E,E,?,D,D,E,D,Trung Binh
A,C,A,B,E,C,A,B,B,B,E,?,?,D,E,E,C,D,?,C,E,?,E,?,D,C,D,C,?,?,C,?,E,?,?,?,?,?,D,E,E,E,E,D,D,?,?,E,D,E,?,Trung Binh
C,C,A,E,E,B,D,B,D,B,D,E,D,E,?,E,?,?,D,D,?,E,E,E,C,E,?,E,E,D,D,?,?,?,D,E,E,E,?,?,D,C,E,E,D,E,?,C,?,D,?,Trung Binh
B,A,A,B,E,B,B,C,A,D,?,?,E,?,?,D,E,E,E,E,E,D,C,E,E,E,E,D,D,C,E,E,D,E,?,E,D,D,C,D,C,?,?,D,?,E,E,E,C,E,C,Trung Binh
D,A,E,B,E,C,E,B,A,B,C,E,E,D,?,E,E,?,D,E,E,E,?,E,C,E,E,?,?,E,E,E,?,E,E,C,C,?,?,D,D,C,C,E,C,C,E,E,D,E,?,Trung Binh
C,D,D,D,E,C,A,E,E,A,C,?,D,E,E,C,D,E,E,E,C,D,E,E,D,E,E,E,D,D,D,?,E,D,C,D,?,C,?,D,?,D,E,C,E,?,?,?,C,E,E,Trung Binh
C,C,D,C,D,D,D,B,C,C,D,C,C,B,C,C,B,E,C,C,C,C,C,D,B,C,B,C,D,E,C,E,C,C,D,C,D,D,C,C,D,D,C,C,C,C,C,C,D,E,C,Kha
B,B,D,D,D,C,B,D,C,C,C,E,B,C,C,D,C,E,D,D,C,C,D,C,C,D,C,C,B,C,D,C,B,B,C,C,C,C,C,E,C,E,D,D,C,E,C,C,B,C,C,Kha
C,D,B,C,B,D,B,D,E,D,D,C,E,B,C,E,C,D,C,C,D,C,D,D,D,C,D,B,C,C,B,B,B,B,D,C,D,C,C,D,C,E,C,C,D,C,C,D,B,B,D,Kha
C,C,C,E,C,B,C,C,C,D,B,C,B,C,B,B,C,E,B,C,D,C,C,B,C,B,B,D,C,C,C,D,D,D,B,B,C,B,D,D,C,B,B,E,D,C,E,B,B,B,B,Kha
D,D,C,C,C,E,D,C,D,C,E,B,B,C,D,C,C,D,E,B,D,C,C,B,C,C,E,D,C,C,C,E,B,D,B,C,C,C,E,C,C,E,D,E,D,C,D,B,C,C,D,Kha
C,C,C,C,C,C,C,B,C,C,B,D,C,E,C,C,C,B,D,D,D,C,D,B,C,E,D,D,B,D,C,C,C,C,D,D,B,C,B,B,D,D,D,D,C,B,D,C,E,B,D,Kha
D,C,C,C,D,B,C,C,D,C,D,D,C,C,E,C,E,D,D,D,C,D,D,B,E,C,B,D,C,D,E,B,D,E,B,C,B,C,D,C,B,C,D,C,C,D,E,C,D,C,D,Kha
C,C,C,B,B,E,C,C,D,C,E,B,C,C,C,B,C,C,C,D,C,B,C,D,D,D,D,D,B,D,C,C,D,C,B,C,C,D,D,C,C,C,C,B,D,B,B,B,D,C,C,Kha
D,B,D,C,B,D,C,C,D,C,D,B,D,E,E,B,D,C,E,C,C,D,B,C,C,B,C,B,C,C,B,C,B,C,B,C,C,E,D,D,B,D,C,C,B,C,C,D,D,D,B,Kha
E,C,B,D,D,D,D,B,B,C,D,B,D,C,D,B,B,B,C,D,D,B,C,E,E,D,C,C,D,D,C,E,B,B,B,C,C,C,C,B,B,E,E,D,D,C,D,D,B,D,B,Kha
B,C,E,D,C,B,B,D,E,C,E,C,C,D,C,B,D,C,C,C,E,D,C,B,C,D,B,B,D,C,C,E,C,D,C,D,D,C,C,D,B,C,D,B,C,C,C,B,C,E,C,Kha
B,C,C,C,B,C,C,C,C,D,D,C,B,B,C,D,C,D,B,B,D,D,D,D,C,C,D,D,B,C,B,C,B,B,B,C,C,E,D,D,C,E,E,B,C,C,D,D,B,D,D,Kha
C,B,D,C,B,B,C,D,C,C,C,B,C,C,C,C,C,D,E,B,D,B,D,B,C,E,B,C,D,C,C,B,B,E,C,B,E,D,C,C,D,D,B,C,C,E,C,D,D,C,D,Kha
C,B,C,C,C,B,B,C,C,C,C,B,B,B,C,D,C,E,D,B,C,B,C,C,D,D,D,C,B,C,D,D,D,E,D,D,C,D,D,C,E,C,C,B,D,D,C,D,B,C,C,Kha
E,B,B,D,C,B,B,D,D,C,E,B,D,D,E,B,E,B,D,B,B,C,B,C,E,B,D,C,C,E,C,E,C,E,C,B,D,C,C,D,C,C,C,D,C,C,D,B,E,C,E,Kha
B,D,D,D,C,D,E,D,D,E,E,C,B,D,C,C,D,C,B,C,C,C,B,E,D,D,B,D,B,C,D,D,D,E,C,C,C,E,C,E,C,E,D,D,D,C,D,D,C,C,D,Kha
E,C,B,D,C,C,E,D,B,D,B,D,D,C,C,D,C,C,B,E,E,C,D,B,C,D,D,C,C,C,C,C,D,C,C,C,B,E,E,D,B,C,C,C,B,C,D,B,B,C,D,Kha
C,B,B,B,C,D,C,E,B,D,D,B,B,D,D,C,B,D,C,B,B,D,C,C,C,E,C,C,C,E,C,B,D,C,C,D,D,C,B,C,D,C,C,B,C,B,C,C,D,C,E,Kha
C,D,E,B,D,B,C,B,C,D,B,E,B,C,D,E,E,D,E,D,D,D,C,C,E,E,E,C,C,C,C,D,C,C,C,B,C,B,C,D,C,E,C,C,C,C,C,B,C,D,C,Kha
D,C,C,C,D,C,E,B,C,D,B,B,C,B,D,B,C,C,C,D,B,C,D,C,D,C,C,C,D,B,E,D,D,E,C,C,B,D,D,D,B,C,D,D,C,C,E,C,C,C,C,Kha
C,C,E,B,C,D,C,D,C,D,C,C,B,D,C,D,C,B,B,B,D,C,C,D,D,B,C,C,C,C,B,B,B,D,D,B,B,E,E,D,C,C,B,C,E,C,C,E,B,C,E,Kha
C,D,C,C,D,C,D,C,D,C,C,D,E,C,E,E,B,D,B,D,D,C,C,C,D,E,D,C,C,C,B,C,C,C,C,B,B,E,C,D,B,C,B,B,B,D,C,B,B,D,B,Kha
D,E,E,B,B,E,D,D,C,C,D,C,D,B,B,C,C,B,D,C,B,D,C,C,B,C,E,C,B,C,D,C,C,C,C,E,B,C,B,E,B,C,D,B,D,D,D,C,B,B,B,Kha
E,C,E,D,C,D,B,D,D,C,C,B,B,B,C,C,C,C,D,C,B,B,C,C,D,C,E,D,D,D,D,C,B,B,B,B,C,D,B,D,B,E,E,B,D,C,D,B,C,B,C,Kha
B,C,C,D,D,D,D,C,B,B,E,D,D,E,D,B,C,D,B,E,D,D,C,C,B,C,B,B,E,B,D,C,B,B,B,E,B,D,E,B,D,D,B,D,B,C,D,B,C,B,C,Kha
B,C,B,D,C,D,D,C,D,D,C,C,C,C,C,C,D,B,C,C,C,C,C,C,E,B,D,D,C,C,C,C,C,C,C,C,E,C,D,D,C,C,D,C,D,D,B,C,D,C,C,Kha
